id,fullName,prompt
112014,Phil Bennion,"Phil Bennion, a British Liberal Democrat politician, was born on October 7, 1954, in Tamworth, Staffordshire, England. He was educated at Queen Elizabeth Grammar School, the University of Aberdeen, Newcastle University, and the University of Birmingham, where he studied agriculture, agronomy, history, and economic history. Bennion worked as a farmer and advised Charles Kennedy on agricultural issues during his leadership of the Liberal Democrats. He served on the party's federal policy committee for eight years and was a councillor on Lichfield District Council from 1999 to 2011 and on Staffordshire County Council from 2002 to 2005. Bennion was a Member of the European Parliament for the West Midlands from 2012 to 2014 and again from 2019 to 2020. He sat on the Committee on Foreign Affairs, the Sub-Committee on Human Rights, and acted as a substitute on the Committee on the Internal Market and Consumer Protection."
96648,Philippe Lamberts,"Philippe Lamberts, a Belgian politician, born on 14 March 1963, in Brussels, Belgium, educated as an engineer at the University of Louvain (UCLouvain) in 1986, worked at IBM from 1987 to 2009, and served as a councillor for the French-speaking Green Party Ecolo in Anderlecht from 1994 to 2006. He was an adviser to the Vice-Prime Minister Isabelle Durant on foreign affairs and defence from 1999 to 2003. Lamberts has been a Member of the European Parliament (MEP) for the Ecolo party since 2009, co-spokesperson of the European Green Party from 2006 to 2012, and leader of the Greens–European Free Alliance in the European Parliament since 2014. He is a member of the European Parliament's Committee on Economic and Monetary Affairs (ECON) and the Committee on Industry, Research and Energy (ITRE), known for his amendment to the Fourth Capital Requirements Directive and his advocacy for a new approach to growth, inspired by his Christian faith, and has been part of the Parliament's Brexit Steering Group and the European Internet Forum."
197687,Philippe Olivier,"Philippe Olivier, a French politician, was born on August 30, 1961, in Juvisy-sur-Orge, Essonne, France. He is a lawyer by profession and graduated from Paris-Est Créteil University. Olivier has been a member of the National Rally party since 2016, with previous affiliations including the National Republican Movement from 1998-2000. He was a member of the Regional Council of Île-de-France from March 27, 1992, to March 28, 2004. Olivier was elected as a Member of the European Parliament in 2019 and re-elected in 2024, representing the France constituency. He is married to Marie-Caroline Le Pen, sister of French presidential candidate Marine Le Pen, and has four children. Olivier previously ran in the 2017 French parliamentary election in Pas-de-Calais's 7th constituency but was defeated."
197592,Pierfrancesco Majorino,"Pierfrancesco Majorino, Italian politician, born May 14, 1973, in Milan, Italy, served as assessor of social policies of Milan from 2011 to 2019, Member of the European Parliament for North-West Italy from July 2, 2019, to April 4, 2023, member of the Committee on Development, the Special Committee on Foreign Interference in all Democratic Processes in the European Union, the EU-Turkey Joint Parliamentary Committee, the Parliamentary Assembly of the Union for the Mediterranean, the European Parliament Intergroup on Anti-Racism and Diversity, the European Parliament Intergroup on Fighting against Poverty, the European Parliament Intergroup on Trade Unions, and the URBAN Intergroup, affiliated with the Democrats of the Left (until 2007) and the Democratic Party (since 2007), candidate for regional president in the 2023 Lombard regional election, supported by the centre-left Democratic Party and the Five Star Movement."
124844,Piernicola Pedicini,"Piernicola Pedicini, born 22 May 1969 in Benevento, Italian politician and member of the European Parliament since 1 July 2014, representing Southern Italy, affiliated with the August 24th Movement since 2021, previously with the Five Star Movement from 2013 to 2020 and Independent from 2020 to 2021, member of the Greens/EFA group since December 2020, and the MEPs Against Cancer group, educated at the University of Naples Federico II, occupation as a Researcher."
197585,Pierre Karleskind,"Pierre Karleskind, a French oceanographer and politician, born on 19 October 1979, with French nationality. He is a member of La République En Marche! (LREM) since 2016, previously a member of the Socialist Party (PS) from 2005 to 2016. He holds degrees from École Polytechnique and European University Institute of the Sea. Karleskind has been serving as a Member of the European Parliament for France since 2 July 2019, and as a Member of the Regional Council of Brittany since 17 December 2015. He has been on the Committee on the Internal Market and Consumer Protection and the Committee on Fisheries, becoming the chairman of the latter in 2020. Additionally, he is part of several intergroups, including the European Parliament Intergroup on LGBT Rights, the European Parliament Intergroup on Climate Change, Biodiversity and Sustainable Development, the European Parliament Intergroup on Seas, Rivers, Islands and Coastal Areas, and the MEPs Against Cancer group. Karleskind has been involved in initiatives such as referring the police's mass arrest of LGBT activists in Poland to the European Commission and urging the EU to take measures to end British water treatment facilities' discharges of raw sewage into shared waters. He was awarded a ""Rising Star"" award at The Parliament Magazine's annual MEP Awards in March 2024."
197698,Pierre Larrouturou,"Pierre Larrouturou, a French economist and politician, born on 19 September 1964 in Périgueux, France, member of the Socialist Party, served as a Member of the European Parliament for France from 2 July 2019 to 15 July 2024, previously a regional councilor of the Île-de-France, married with two children, known for advocating a four-day workweek in France, served on the Committee on Budgets, rapporteur on the EU budget for 2021, member of the Spinelli Group and the European Parliament Intergroup on Climate Change, Biodiversity and Sustainable Development, went on hunger strike in 2020 to demand a financial transaction tax and protest against budget plans downgrading health, research, and climate change programs, sanctioned in 2019 for allowing misbehaving visitors in the European Parliament, opposed renting office space for the European Parliament in Strasbourg in 2023 due to budgetary constraints."
197459,Pierrette Herzberger-Fofana,"Pierrette Herzberger-Fofana, a German-Malian politician, born on March 20, 1949, in Bamako, Mali, and grew up in Senegal. She holds citizenship in Germany. Herzberger-Fofana is a member of Alliance 90/The Greens and has been a member of the European Parliament since July 1, 2019, representing the constituency of Germany. She serves on the Committee on Development as one of four vice-chairs and is part of the Parliament's delegations for relations with the Pan-African Parliament and to the CARIFORUM-EU Parliamentary Committee. She also co-chairs the European Parliament Anti-Racism and Diversity Intergroup. Herzberger-Fofana has a background in German sociolinguistics, with a degree from Paris and a further degree from the University of Trier, as well as a doctorate from the University of Erlangen-Nuremberg. She has three children and has written several books, including Écrivains africains et identités culturelles, Litterature feminine francophone d'Afrique noire, Die Nacht des Baobab, and Berlin 125 Jahre danach."
197808,Pietro Bartolo,"Pietro Bartolo, a medical doctor and politician from Italy, born on 10 February 1956 in Lampedusa e Linosa. He is married with three children. He graduated as a medical surgeon from the University of Catania and specialized in gynecology. From 1988 to 2007, he was a town councillor in Lampedusa e Linosa and vice mayor and health councillor of the municipality of Pelagie from 1988 to 1993. He was the responsible medician for first visits to migrants who landed in Lampedusa from 1992 to 2019. He was appointed coordinator of all health activities in the Pelagian Islands in 2011. He took part in the documentary film Fire at Sea and is a supporter of the reception of immigrants and asylum seekers. He was a member of Solidary Democracy from 2019 to 2023 and is currently a member of the Democratic Party. He was elected as a member of the European Parliament in 2019 for the Italian Islands constituency and is vice-chairman of the European Parliament Committee on Civil Liberties, Justice and Home Affairs. He is also a member of several intergroups, including the European Parliament Intergroup on Cancer and the European Parliament Intergroup on Fighting against Poverty. He voted against the European Parliament resolution recognizing the Russian Federation as a state sponsor of terrorism in 2022."
197607,Pietro Fiocchi,"Pietro Fiocchi, Italian politician and entrepreneur, born on 22 May 1964 in Milan, Italy, with 2 children, graduated in aerospace engineering from the University of Missouri, served in the Italian Navy from 1990 to 1992, worked at Ravasi Robotics, Fiocchi Munizioni, Fiocchi of America, and Target, elected as a member of the European Parliament for the North-West Italy constituency on 2 July 2019, representing the Brothers of Italy party."
28390,Pilar del Castillo,"Pilar del Castillo Vera, a Spanish politician, born on 31 July 1952 in Nador, Spanish protectorate in Morocco. Education: Law graduate at Complutense University of Madrid, 1974; Master's degree in political science at Ohio State University, United States, 1980; PhD in law from Complutense University of Madrid, 1983. Career: Assistant professor in constitutional law at UNED, 1986; Professor in political science and administration, 1994; Editor-in-chief of the Journal Nueva Revista de Política, Cultura y Arte, 1995-1996; Director of the Spanish Sociological Research Centre, 1996-2000. Political career: Minister of Education, Culture and Sport, 2000-2004; Member of the European Parliament, 2004-present. Party affiliation: People's Party (2000-present), previously OCE-BR (1970-1974). Committee assignments: Coordinator for the Group of the European People's Party in the Committee on Industry, Research and Energy; Substitute member in the Committee on Economic and Monetary Affairs. Other positions: Chairwoman of the European Internet Foundation; Member of the European Energy Forum, European Parliament Intergroup on Disability, Transatlantic Policy Network, and Knowledge4Innovation. Personal life: Married to Guillermo Gortázar, with two children."
132366,Pirkko Ruohonen-Lerner,"Pirkko Ruohonen-Lerner, a Finnish politician and Member of the European Parliament, born on 6 February 1957 in Hyvinkää, Finland. She is a member of the Finns Party and the European Conservatives and Reformists. Ruohonen-Lerner was educated at the University of Helsinki. Her political career includes being a member of the council of the municipality of Myrskylä from 1985 to 1988, initially with the National Coalition Party, and a member of the council of the city of Porvoo since 1996. She served as a member of the Finnish Parliament from 21 March 2007 to 6 May 2015, and as the chair of the party's parliamentary group from 2011 to 2014. Ruohonen-Lerner was first elected to the European Parliament on 27 April 2015, succeeding Sampo Terho, and served until 1 July 2019. She returned to the European Parliament on 11 April 2023, following the resignation of Laura Huhtasaari, representing the constituency of Finland."
197441,Predrag Matić,"Predrag Fred Matić, a centre-left Croatian politician, born on 2 June 1962 in Požega, Croatia, died on 23 August 2024. He graduated with a B.A. in education from the University of Osijek. Matić served in the Croatian Armed Forces during the Croatian War of Independence, was captured in 1991, and held in Serbian concentration camps for nine months. He was awarded numerous medals and military decorations, including the Order of Duke Domagoj, Order of Nikola Šubić Zrinski, Order of the Croatian Cross, Order of the Croatian Trefoil, and Order of the Croatian Interlace. 

Matić held various political offices, including Minister of Veterans' Affairs from 2011 to 2016, Member of the Croatian Parliament, and Member of the European Parliament from 2019 until his death. He was a member of the Social Democratic Party of Croatia and the Progressive Alliance of Socialists and Democrats. Matić was married to Svetlana Patković, with whom he had one child."
197398,Pär Holmgren,"Pär Anders Holmgren, a male MEP from Sweden, born on 24 October 1964 in Gävle, Sweden, member of the Green Party and Greens-European Free Alliance, former meteorologist, served as weather reporter for SVT from 1988 to 2008, holds an honorary doctorate from Uppsala University, worked for the Swedish Air Force and insurance company Länsförsäkringar, joined politics in 2018, elected to European Parliament in 2019, serving on Committee on Environment, Public Health and Food Safety, and EU-Russia Parliamentary Cooperation Committee delegation."
197839,Radan Kanev,"Radan Kanev, a Bulgarian politician, was born on 30 September 1975 in Sofia. He is a member of the DSB party and the European People's Party. Kanev graduated from the Lycée Français de Sofia and Sofia University with a degree in law. He served as the chairman of the youth organization of the Bulgarian Red Cross in the 1990s and became involved in politics in 2004. Kanev led the DSB party from 2013 to 2017 and was a Member of the National Assembly from 2014 to 2017. He was elected as a Member of the European Parliament in 2019 and re-elected in 2024. Kanev is married with one child. He has been a vocal critic of Bulgaria's Prime Minister Boyko Borisov and has advocated for the European Greens to be part of the governing majority in the European Parliament. Kanev has also called for unity regarding Bulgaria's foreign policy despite political differences."
197522,Radka Maxová,"Radka Maxová, a Czech politician and Member of the European Parliament, born on 2 December 1968 in Pardubice, Czechoslovakia, educated at the University of Chemistry and Technology, Prague. She was elected to the European Parliament in 2019, representing the Czech Republic constituency. Her term started on 2 July 2019 and is set to end on 15 July 2024. Maxová initially belonged to the ANO 2011 party from 2012 to 2020, then joined the Czech Social Democratic Party in 2020. She serves as the vice-chair of the Committee on Women’s Rights and Gender Equality, is a member of the Special Committee on foreign interference in all democratic processes in the European Union, including disinformation, and a substitute of the Committee on the Environment, Public Health and Food Safety. Additionally, she is part of the Parliament's delegations to the EU-Chile Joint Parliamentary Committee, the Euronest Parliamentary Assembly, and the EU-Moldova Parliamentary Association Committee. Maxová is also a member of the European Parliament Intergroup on LGBT Rights, the European Parliament Intergroup on Disability, and a supporter of the MEP Alliance for Mental Health."
197548,Radosław Sikorski,"Radosław Sikorski: 
Polish politician and journalist, born 23 February 1963 in Bydgoszcz, Poland. 
Education: Pembroke College, Oxford, Bachelor of Arts in Philosophy, Politics and Economics. 
Citizenship: Polish, previously held British citizenship from 1987 to 2006. 
Party affiliation: Civic Platform (since 2007), previously affiliated with Law and Justice (2005-2007). 
Spouse: Anne Applebaum, married on 27 June 1992. 
Children: 2 sons, Aleksander (born 1997) and Tadeusz (born 2000). 
Career: 
- Journalist for The Observer, The Spectator, and National Review (1985-1992). 
- Deputy Minister of National Defence (1992). 
- Undersecretary of State at the Ministry of Foreign Affairs (1998-2001). 
- Resident fellow of the American Enterprise Institute (2002-2005). 
- Minister of National Defence (2005-2007). 
- Minister of Foreign Affairs (2007-2014, 2023-present). 
- Member of the European Parliament (2019-2023). 
- Marshal of the Sejm (2014-2015). 
Honors and awards: 
- Grand Cross of the Order of Merit of the Federal Republic of Germany. 
- Member 1st Class of the Order of Merit, Ukraine. 
- Grand Officer of the Legion of Honour, France. 
- Knight of Freedom Award. 
- Listed among the ""Top 100 Global Thinkers 2012"" by Foreign Policy."
250538,Rafał Romanowski,"Rafał Romanowski, a Polish politician, born on 15 February 1978 in Ciechanów, Poland, representing the Law and Justice party, with a background in journalism and public relations, and a PhD in social sciences. He served as Undersecretary of State at the Ministry of Agriculture and Rural Development from 2007, 2015-2020, and 2021-2022, and as Secretary of State from 2022-2023. He was a member of the Sejm from 2019-2023 and became a Member of the European Parliament in November 2023, replacing Zbigniew Kuźmiuk, and joined the European Conservatives and Reformists group."
4465,Raffaele Fitto,"Raffaele Fitto, born August 28, 1969, in Maglie, Italy, studied at the University of Bari. He is married to Adriana Panzera and has three children. Fitto has been a member of multiple political parties, including Christian Democracy (DC), Italian People's Party (PPI), United Christian Democrats (CDU), Christian Democrats for Freedom (CDL), Forza Italia (FI), The People of Freedom (PdL), Conservatives and Reformists (CoR), Direction Italy (DI), and Brothers of Italy (FdI) since 2019. He has held various offices, including President of Apulia from 2000 to 2005, Minister for Regional Affairs and Territorial Cohesion from 2008 to 2011 under Prime Minister Silvio Berlusconi, and Minister for European Affairs and Minister for the South and Cohesion Policies since 2022 under Prime Minister Giorgia Meloni. Fitto was a member of the European Parliament from 1999 to 2000 and again from 2014 to 2022, and a member of the Chamber of Deputies from 2006 to 2014 and again since 2022. He was investigated and tried for bribery and corruption related to the Italian public health care system and the bankruptcy of Cedis, but was ultimately acquitted of all charges."
197825,Raffaele Stancanelli,"Raffaele Stancanelli, born 30 June 1950 in Regalbuto, Italy, is an Italian politician and lawyer who graduated in Law from the University of Catania. He has been affiliated with the Italian Social Movement (MSI), National Alliance (AN), The People of Freedom (PdL), Brothers of Italy (FdI), Diventerà Bellissima (DB), and Lega per Salvini Premier (Lega). His political career includes being municipal councilor in Regalbuto (1978-1983) and Catania (1985-1992), a member of the Sicilian Regional Assembly (1996-2008), Councilor for Labor, Vocational Training, Social Security and Emigration (2001-2004), Councilor for the Family, Social Policies and Local Autonomies (2004-2006), vicar vice-president of the Sicilian Regional Assembly (2006-2008), Senator (2008-2011, 2018-2019), mayor of Catania (2008-2013), and Member of the European Parliament (2019-present) representing the Italian Islands constituency."
2323,Rainer Wieland,"Rainer Wieland, a German politician, born on 19 February 1957 in Stuttgart, West Germany. He is a member of the Christian Democratic Union and the European People's Party. Wieland studied law at the University of Tübingen and the University of Heidelberg. He is a lawyer and founding partner of the law firm ""Theumer, Wieland & Weisenburger"" in Stuttgart. Wieland is married and has two children. He has been a member of the European Parliament since 1997, representing Germany, and has been one of its vice-presidents since 2009. His area of responsibility includes the Stuttgart administrative district. Wieland is president of the non-partisan Europa-Union Deutschland. He is a member of the Committee on Constitutional Affairs, the Committee on Budgets, and the ACP-EU Joint Parliamentary Assembly. Wieland has been chairman of the CDU Ludwigsburg since 1993 and is a member of the presidium of CDU Baden-Württemberg. He has received several awards, including the Federal Cross of Merit with ribbon, honorary citizenship of the Kosovar city of Drenas, and the Order of Merit of the State of Baden-Württemberg."
197425,Ralf Seekatz,"Ralf Seekatz, a German politician, born on 9 May 1967 in Dernbach, Westerwaldkreis, West Germany. He is a member of the Christian Democratic Union (CDU) in Germany and the European People's Party in the EU. Seekatz served as mayor of Westerburg from 2007 to 2019 and was a member of the Landtag of Rhineland-Palatinate from 2006 to 2019, where he held roles on the Committee on Internal Affairs and the Committee on European Affairs. He has been a Member of the European Parliament since 2019, serving on the Committee on Civil Liberties, Justice and Home Affairs and as part of the Parliament's delegation for relations with India, representing the constituency of Germany."
134605,Ramona Strugariu,"Ramona Strugariu, a Romanian politician from REPER and previously USR PLUS/USR, born on August 6, 1979, in Bârlad, Vaslui County, Romania, educated at Alexandru Ioan Cuza University, serving as a Member of the European Parliament for Romania since 2019, on the Committee on Civil Liberties, Justice and Home Affairs, rapporteur on the European Media Freedom Act since 2023, part of the Euronest Parliamentary Assembly delegation, member of the European Parliament Intergroups on Anti-Corruption, LGBT Rights, and the MEPs Against Cancer group, co-signer of a 2021 letter to the European Commission regarding EU nationals in UK immigration removal centers."
197694,Raphaël Glucksmann,"Raphaël Glucksmann, a French politician, was born on 15 October 1979 in Boulogne-Billancourt, France. He is the son of philosopher André Glucksmann and Françoise Glucksmann. Glucksmann is a member of the European Parliament, representing the constituency of France since 2 July 2019, and is affiliated with the Place Publique party. He was previously an adviser to the President of Georgia, Mikheil Saakashvili, from 2005 to 2012. Glucksmann was married to Eka Zguladze, with whom he has a son, and is currently in a relationship with journalist Léa Salamé, with whom he has another son, Gabriel. He is an alumnus of Sciences Po. Glucksmann has focused on issues such as human rights, labor exploitation, and climate change, and has led public campaigns to raise awareness and enact legislation. He has also been a strong proponent for deepened cooperation with Taiwan. In 2024, he led the list “Réveiller l'Europe”, an alliance of his own Place publique party and the historical Parti socialiste, which obtained 13.83% of the national votes."
124893,Rareș Bogdan,"Rareș Bogdan, a conservative Romanian politician, born on 17 September 1974 in Ocna Mureș, Alba County, Romania, with a father who was a local councillor and a member of the Social Democracy Party of Romania. He is a member of the National Liberal Party and the European People's Party, identifying as a Christian-conservative and nationalist, educated at Babeș-Bolyai University, serving as a Member of the European Parliament for Romania since 2 July 2019."
197840,Rasa Juknevičienė,"Rasa Juknevičienė is a Lithuanian politician and paediatrician, born on 26 January 1958 in Tiltagaliai, Lithuanian SSR, Soviet Union. She is a member of the center-right Homeland Union party. Juknevičienė is a graduate of the Lithuanian University of Health Sciences and worked as a doctor until 1992. She has been a member of the Lithuanian Parliament (Seimas) from 1996 to 2019, serving as Deputy Speaker of the Seimas, Deputy Chair of the Committee on National Security and Defense, and Head of the Seimas Delegation to the NATO Parliamentary Assembly. She was the Minister of National Defence of Lithuania from 2008 to 2012, serving under Presidents Valdas Adamkus and Dalia Grybauskaitė, and Prime Minister Andrius Kubilius. Juknevičienė has been a member of the NATO Parliamentary Assembly since 1999, serving as Vice-President from 2016 to 2018 and President from 2018. She has been a Member of the European Parliament since 2019, serving on the Committee on Development and as Vice-Chair of the Group of the European People's Party. Juknevičienė is also a member of the European Council on Foreign Relations and the Center for European Policy Analysis. She is divorced from Rolandas Rastaustkas and married to Zenonas Juknevičius."
197448,Rasmus Andresen,"Rasmus Andresen, German politician, born 20 February 1986, in Essen, West Germany, to the Danish minority of Southern Schleswig, raised in Flensburg, graduated from Duborg-Skolen in Flensburg and Roskilde University in Denmark, member of Alliance 90/The Greens and European Green Party, served as member of Landtag of Schleswig-Holstein from 2005 to 2019, vice-president of Landtag from 2017 to 2019, Member of the European Parliament since 2019, serving on Committee on Budgets, coordinator for parliamentary group on Committee on Budgets, part of Parliament's delegation for relations with Canada, member of European Internet Forum, European Parliament Intergroups on Anti-Corruption, Anti-Racism and Diversity, LGBT Rights, Seas, Rivers, Islands and Coastal Areas, and Traditional Minorities, National Communities and Languages, leader of German delegation within Greens-European Free Alliance group since 2021, member of Institut Solidarische Moderne since 2010, opposed to Arctic LNG 2 project due to climate change concerns, taken on godparenthood for Igor Bancer, a singer and political prisoner from Belarus."
96739,Reinhard Bütikofer,"Reinhard Hans Bütikofer, born 26 January 1953 in Mannheim, Germany, studied philosophy, sinology, and history at the University of Heidelberg but did not graduate. He is a member of Alliance 90/The Greens and the European Green Party. Bütikofer served as co-chair of Alliance 90/The Greens from 2002 to 2008 and of the European Green Party from 2012 to 2019. He was a member of the European Parliament from 2009 to 2024, serving on the Committee on Industry, Research and Energy, and as a substitute member of the Committee on Foreign Affairs and the Subcommittee on Security and Defense. Bütikofer was the Green Group's spokesperson on industrial policy and speaker of the delegation from the German Green Party to the European Parliament. He has been critical of China's human rights record and has called for a more open and clear-cut language from the West regarding Russia's behavior. Bütikofer has also advocated for reducing the use of resources and has opposed lifting the arms embargo on China. He has been a member of various organizations, including the European Council on Foreign Relations, the Center for Global Politics, and the Heinrich Böll Foundation. Bütikofer has received the Fray International Sustainability Award for his achievements in sustainable development in politics."
229839,René Repasi,"René Repasi, a male, born on 8 November 1979 in Karlsruhe, Baden-Württemberg, Germany. He is a German politician, member of the Social Democratic Party of Germany and the Party of European Socialists. He holds a position as a Member of the European Parliament, representing the constituency of Germany, since 2 February 2022, succeeding Evelyne Gebhardt. He serves on the Committee on the Internal Market and Consumer Protection, where he is the rapporteur on the right to repair. Prior to entering parliament, he worked as Professor of Public and Private Interests at Erasmus University Rotterdam, and he is an alumnus of Heidelberg University and the University of Montpellier."
254876,Ricardo Morgado,"Ricardo Morgado, a Portuguese politician, born on 13 May 1987, in Lamego, Portugal, with a law degree from the University of Porto, and a professor at the European University of Lisbon. He is a member of the Social Democratic Party and the Social Democratic Youth, serving as a Member of the European Parliament for Portugal since 2 April 2024, succeeding Cláudia Aguiar, and previously served as President of the Municipal Assembly of Lamego from 16 October 2021 to 1 April 2024."
2309,Richard Corbett,"Richard Graham Corbett, Labour Party, born 6 January 1955 in Southport, England, educated at Trinity College, Oxford and University of Hull, speaks English, French, German and Dutch. 

Positions: 
Member of the European Parliament for Merseyside West (1996-1999), Yorkshire and the Humber (1999-2009, 2014-2020), 
Leader of the European Parliamentary Labour Party (2017-2020), 
Deputy Leader of the European Parliamentary Labour Party (2006-2009, 2014-2017), 
Ambassador of Goodwill of the US State of Arkansas (1992), 
Advisor to the President of the European Council (2010-2014), 
Honorary President of the Grimethorpe Colliery Band, 
Honorary Vice President of the UK European Movement, 
Visiting professor at the College of Europe in Bruges, 
Member of the board of the Salzburg Centre for European Union Studies.

Married to Lorraine Kirkwood, previously married to Inge Van Gaal and Anne De Malsche, three children, five grandchildren."
197599,Richard Tice,"Richard Tice is a British businessman and politician who has been Member of Parliament for Boston and Skegness and Deputy Leader of Reform UK since 2024. He was born on 13 September 1964 in Farnham, Surrey. Tice was educated at Uppingham School and the University of Salford, where he received a bachelor's degree in construction economics and quantity surveying. He is a multi-millionaire and has been the CEO of Quidnet Capital LLP. Tice is a Eurosceptic and co-founded the pro-Brexit campaign groups Leave.EU and Leave Means Leave. He was a member of the Conservative Party until 2019, when he financed the founding of the Brexit Party, which was later renamed Reform UK. Tice owns one-third of the company that controls the party. He was elected as a Member of the European Parliament for East of England in 2019 and served until the UK's withdrawal from the European Union in January 2020. Tice became the leader of Reform UK in March 2021 but stood down in June 2024 and was succeeded by Nigel Farage. He was elected as the Reform UK MP for Boston and Skegness at the 2024 general election. Tice is divorced and has three children. He is in a relationship with journalist Isabel Oakeshott."
204449,Riho Terras,"Riho Terras, Estonian politician and former military officer, born on April 17, 1967, in Kohtla-Järve, Estonia, served as Commander of the Estonian Defence Forces from 2011 to 2018, promoted to general in 2017, elected as Member of the European Parliament in 2019, representing Estonia, fluent in Estonian, English, German, and Russian, married with two sons, hobbies include opera, medieval history, and hunting, educated at University of Tartu and Bundeswehr University Munich, with a master's degree in Political Science and Sociology, served in various military positions, including Chief of Staff of the Defence League Headquarters, Estonian Defence Attaché in Germany and Poland, and Permanent Secretary of the Estonian Ministry of Defence, participated in the Iraq War, member of the Isamaa party."
197776,Rob Rooken,"Rob Jan Rooken, Dutch politician, born 5 October 1969 in Groningen, Netherlands, served as a Member of the European Parliament for the Netherlands constituency from 2 July 2019 to 15 July 2024, initially as a member of Forum for Democracy, then as an Independent in 2020, and later joined JA21 in 2020, leaving the party in 2023, with a background as a web designer and founder of the IT company XOIP."
197709,Rob Roos,"Robert ""Rob"" Roos, a Dutch politician, born 2 August 1966. He worked in the telecoms industry before entering politics. He was a member of Forum for Democracy (FvD) until 2020, then joined JA21 until 2023. Roos served in the States of South Holland from 28 March 2019 to 4 September 2019, chairing the FvD group. He was lijsttrekker in the 2019 provincial election, second on the list led by Derk Jan Eppink in the 2019 European Parliament election, and thirteenth on the list led by Henk Otten in the 2019 Senate election. Roos represented JA21 in the EU Parliament as a Member of the European Parliament (MEP) from 2019 to 2024, serving as vice-chair of the European Conservatives and Reformists Group. He participated in the 2023 Madrid Forum of the Spanish political party Vox in Lima, Peru."
197498,Robert Biedroń,"Robert Biedroń, a Polish politician, was born on April 13, 1976, in Rymanów, Subcarpathian Voivodeship, Poland. He is an atheist and lives with his life partner Krzysztof Śmiszek, with whom he married in an informal, non-legally binding ceremony in 2023. Biedroń is a graduate of the University of Warmia and Mazury in Olsztyn, where he received a bachelor's degree in Political Science in 2000 and a master's degree in the same field in 2003. He also attended the School of Political and Social Leaders and the School of Human Rights at the Helsinki Human Rights Foundation. 

Biedroń is fluent in Polish, English, French, Russian, Esperanto, and Italian. He has been involved in various LGBT rights organizations and has co-founded the Polish Campaign Against Homophobia. Biedroń was a member of the Sejm from 2011 to 2014 and served as the mayor of Słupsk from 2014 to 2018. He has been a Member of the European Parliament since 2019 and chairs the Committee on Women's Rights and Gender Equality. 

Biedroń is the founder of the Institute for Democratic Thought and the Progressive Cities' network. He has written several books, including ""Turn Democracy On,"" ""Against the current,"" and ""New Chapter."" Biedroń has received numerous awards for his work, including the title of 'Rainbow Man,' the French National Order of Merit, and the Parliament MEP Award in the Diversity, Inclusion and Social Impact category. 

He is a member of the New Left party and the Progressive Alliance of Socialists and Democrats. Previously, he was a member of the Democratic Left Alliance, Your Movement, and Spring. Biedroń advocates for social liberalism, secularism, feminism, same-sex marriages, free access to contraception, and sexual education. He supports a separation of church and state and the removal of catechism classes from public schools."
197733,Robert Rowland,"Robert Andrew Rowland, a British politician, born 28 February 1966 in Bowdon, Greater Manchester, England, died 23 January 2021 in the Bahamas. He was a member of the Brexit Party and served as a Member of the European Parliament for South East England from 2 July 2019 to 31 January 2020. He attended Sedbergh School and graduated from Newcastle University in 1988 with a BA (Hons). Rowland had a career in the investment industry, working at Lazard Asset Management, Odey Asset Management, Soros Fund Management, and Cheyne Capital Management. He was a director of the charity 'Tickets for Troops'. Rowland was a climate change denier and held conservative views on economics. He was married to Lisa Marie and had four children."
118859,Roberta Metsola,"Roberta Metsola, born January 18, 1979, in St. Julian's, Malta, is a Maltese politician who has been the President of the European Parliament since January 2022. She is a member of the Nationalist Party (PN) and the European People's Party (EPP). Metsola has been married to Ukko Metsola, a lobbyist, since 2005, and they have four children together. She studied law at the University of Malta and European studies at the College of Europe. Metsola has been active in politics since her youth, serving in various roles within the PN and EPP, including as Secretary General of the European Democrat Students and as a member of the European Youth Forum. She was first elected as a Member of the European Parliament (MEP) in 2013 and has since held various positions, including First Vice-President of the European Parliament. Metsola has been a strong advocate for the European People's Party and has voted consistently with the party line. She has also been a vocal opponent of abortion, which is legal in every EU member state except Malta and Poland. Metsola has been involved in several controversies, including a dispute over her refusal to shake hands with Malta's then-prime minister Joseph Muscat and her role in tabling amendments to a parliamentary resolution on the rule of law and fundamental rights in Bulgaria. She has called for strengthening the powers of the European Parliament and has been a strong supporter of European integration. Metsola has received several honors, including the First Class of the Order of Princess Olga from Ukraine and the Cross of Good Neighbourhood from the United Transitional Cabinet of Belarus."
96892,Roberto Gualtieri,"Roberto Gualtieri, male, born 19 July 1966, in Rome, Italy. Married to Valentina Castaldi, with one son. Education: graduated in Literature and Philology at Sapienza University of Rome in 1992, and Ph.D. in history at the Scuola Superiore di Studi Storici di San Marino in 1997. Academic career: professor of Contemporary history at Sapienza University of Rome. Member of the Italian Communist Party (PCI) from 1985 to 1991, Democratic Party of the Left (PDS) from 1991 to 1998, Democrats of the Left (DS) from 1998 to 2007, and the Democratic Party (PD) since 2007. Member of the Progressive Alliance of Socialists and Democrats (S&D). Politician with the following experience: Member of the European Parliament from 2009 to 2019, Chairman of the Committee on Economic and Monetary Affairs from 2014 to 2019, Minister of Economy and Finance from 2019 to 2021, and Mayor of Rome since 2021. Describes himself as a social democrat and Keynesian."
